Search Name:	timsTOF_JX_Mouse_10ng_90min_msconvert/results1
			timsTOF_JX_Mouse_10ng_90min_msconvert/results1					
[578]		Q3UZ39	LRRF1_MOUSE	4	7.3	9.5e-8	79249.8	MOUSE	Leucine-rich repeat flightless-interacting protein 1
[579]		Q99JI4	PSMD6_MOUSE	6	15.7	1.0e-5	45536.8	MOUSE	26S proteasome non-ATPase regulatory subunit 6
[580]		O54988	SLK_MOUSE	3	3.5	2.6e-9	141457.8	MOUSE	STE20-like serine/threonine-protein kinase
[581]		Q03267	IKZF1_MOUSE	5	12.0	2.4e-6	57336.6	MOUSE	DNA-binding protein Ikaros
[582]		Q9CRB2	NHP2_MOUSE	2	24.2	1.4e-11	17247.3	MOUSE	H/ACA ribonucleoprotein complex subunit 2
[583]		P62774	MTPN_MOUSE	2	14.4	2.4e-8	12860.9	MOUSE	Myotrophin
[584]		P22315	HEMH_MOUSE	5	14.8	5.6e-6	47130.8	MOUSE	Ferrochelatase, mitochondrial
[585]		Q61335	BAP31_MOUSE	5	21.6	1.3e-7	27956.8	MOUSE	B-cell receptor-associated protein 31
[586]		P47791	GSHR_MOUSE	5	13.2	8.4e-7	53663.2	MOUSE	Glutathione reductase, mitochondrial
[587]		Q922P9	GLYR1_MOUSE	3	7.0	1.2e-8	59716.1	MOUSE	Putative oxidoreductase GLYR1
[588]		O08756	HCD2_MOUSE	2	6.5	2.1e-9	27418.9	MOUSE	3-hydroxyacyl-CoA dehydrogenase type-2
[589]		Q8VI36	PAXI_MOUSE	4	9.6	8.6e-9	64476.9	MOUSE	Paxillin
[590]		Q9DBR7	MYPT1_MOUSE	3	4.1	4.9e-9	114997.2	MOUSE	Protein phosphatase 1 regulatory subunit 12A
[591]		P32037	GTR3_MOUSE	3	6.9	2.1e-8	53479.4	MOUSE	Solute carrier family 2, facilitated glucose transporter member 3
[592]		Q8BK64	AHSA1_MOUSE	2	7.4	1.8e-7	38117.4	MOUSE	Activator of 90 kDa heat shock protein ATPase homolog 1
[593]		P56395	CYB5_MOUSE	2	18.7	5.6e-9	15241.1	MOUSE	Cytochrome b5
[594]		Q61941	NNTM_MOUSE	8	8.9	3.6e-6	113839.4	MOUSE	NAD(P) transhydrogenase, mitochondrial
[595]		Q8R323	RFC3_MOUSE	3	11.0	1.7e-6	40526.6	MOUSE	Replication factor C subunit 3
[596]		P62715	PP2AB_MOUSE	3	13.3	1.6e-9	35575.4	MOUSE	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform
[597]		Q4VAA2	CDV3_MOUSE	2	9.3	3.0e-10	29729.2	MOUSE	Protein CDV3
[598]		Q6P5F9	XPO1_MOUSE	5	4.7	8.5e-7	123093.8	MOUSE	Exportin-1
[599]		Q91VR2	ATPG_MOUSE	5	18.5	4.1e-8	32886.2	MOUSE	ATP synthase subunit gamma, mitochondrial
[600]		P52503	NDUS6_MOUSE	3	31.9	8.1e-7	13019.9	MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial
[601]		Q61164	CTCF_MOUSE	4	6.1	1.1e-8	83746.3	MOUSE	Transcriptional repressor CTCF
[602]		Q9CR51	VATG1_MOUSE	3	23.7	1.3e-9	13724.5	MOUSE	V-type proton ATPase subunit G 1
[603]		Q9Z1X4	ILF3_MOUSE	6	7.9	9.0e-6	96021.8	MOUSE	Interleukin enhancer-binding factor 3
[604]		Q99L47	F10A1_MOUSE	4	9.2	1.9e-6	41656.3	MOUSE	Hsc70-interacting protein
[605]		P41105	RL28_MOUSE	4	29.9	3.3e-8	15733.6	MOUSE	60S ribosomal protein L28
[606]		Q8BP47	SYNC_MOUSE	3	6.8	9.7e-9	64279.9	MOUSE	Asparagine--tRNA ligase, cytoplasmic
[607]		Q6ZWY8	TYB10_MOUSE	3	34.1	5.0e-7	5025.7	MOUSE	Thymosin beta-10
[608]		Q91V92	ACLY_MOUSE	4	4.0	4.3e-10	119729.1	MOUSE	ATP-citrate synthase
[609]		P56399	UBP5_MOUSE	4	6.2	2.9e-6	95834.1	MOUSE	Ubiquitin carboxyl-terminal hydrolase 5
[610]		Q9Z2D6	MECP2_MOUSE	3	7.2	7.9e-6	52307.9	MOUSE	Methyl-CpG-binding protein 2
[611]		Q61792	LASP1_MOUSE	6	26.2	5.4e-8	29994.7	MOUSE	LIM and SH3 domain protein 1
[612]		Q9R1P0	PSA4_MOUSE	2	10.0	6.2e-10	29471.0	MOUSE	Proteasome subunit alpha type-4
[613]		O08582	GTPB1_MOUSE	5	6.9	6.2e-7	72301.3	MOUSE	GTP-binding protein 1
[614]		P11031	TCP4_MOUSE	3	20.5	2.0e-10	14427.6	MOUSE	Activated RNA polymerase II transcriptional coactivator p15
[615]		P14901	HMOX1_MOUSE	4	16.3	1.5e-6	32929.0	MOUSE	Heme oxygenase 1
[616]		O08528	HXK2_MOUSE	4	5.8	6.6e-7	102536.1	MOUSE	Hexokinase-2
[617]		P25976	UBF1_MOUSE	5	7.8	2.7e-6	89509.7	MOUSE	Nucleolar transcription factor 1
[618]		Q9Z1Z2	STRAP_MOUSE	3	12.6	1.3e-7	38442.6	MOUSE	Serine-threonine kinase receptor-associated protein
[619]		Q8BG32	PSD11_MOUSE	5	13.3	2.0e-6	47437.2	MOUSE	26S proteasome non-ATPase regulatory subunit 11
[620]		Q80W04	TMCC2_MOUSE	2	4.8	1.5e-9	77054.9	MOUSE	Transmembrane and coiled-coil domains protein 2
[621]		Q9D7G0	PRPS1_MOUSE	3	8.2	3.2e-8	34834.6	MOUSE	Ribose-phosphate pyrophosphokinase 1
[622]		P61358	RL27_MOUSE	4	30.1	5.1e-7	15797.9	MOUSE	60S ribosomal protein L27
[623]		P84091	AP2M1_MOUSE	2	5.7	5.4e-11	49655.1	MOUSE	AP-2 complex subunit mu
[624]		P07309	TTHY_MOUSE	2	19.0	2.0e-9	15776.1	MOUSE	Transthyretin
[625]		P36371	TAP2_MOUSE	2	3.7	1.2e-7	77445.5	MOUSE	Antigen peptide transporter 2
[626]		P14234	FGR_MOUSE	3	7.0	5.6e-8	58867.2	MOUSE	Tyrosine-protein kinase Fgr
[627]		Q3TW96	UAP1L_MOUSE	3	7.3	6.1e-7	56614.3	MOUSE	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1
[628]		Q3U1J4	DDB1_MOUSE	8	6.5	2.4e-5	126853.9	MOUSE	DNA damage-binding protein 1
[629]		Q3U0V2	TRADD_MOUSE	2	6.5	2.9e-8	34577.6	MOUSE	Tumor necrosis factor receptor type 1-associated DEATH domain protein
[630]		P54116	STOM_MOUSE	3	15.1	2.9e-7	31375.5	MOUSE	Erythrocyte band 7 integral membrane protein
[631]		O35295	PURB_MOUSE	2	8.3	1.3e-8	33901.6	MOUSE	Transcriptional activator protein Pur-beta
[632]		P50544	ACADV_MOUSE	3	7.0	3.9e-7	70876.1	MOUSE	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial
[633]		Q9DBC7	KAP0_MOUSE	5	13.6	4.0e-8	43185.5	MOUSE	cAMP-dependent protein kinase type I-alpha regulatory subunit
[634]		P97855	G3BP1_MOUSE	5	14.8	1.5e-7	51829.2	MOUSE	Ras GTPase-activating protein-binding protein 1
[634-1]	3	P97379	G3BP2_MOUSE	4	12.4	5.7e-6	54088.5	MOUSE	Ras GTPase-activating protein-binding protein 2
[634-2]	3	P97379-2	G3BP2_MOUSE	4	13.4	5.7e-6	50784.8	MOUSE	Isoform B of Ras GTPase-activating protein-binding protein 2
[635]		P10922	H10_MOUSE	3	19.1	3.4e-8	20861.1	MOUSE	Histone H1.0
[636]		P35459	LY6D_MOUSE	3	21.3	2.2e-7	13395.7	MOUSE	Lymphocyte antigen 6D
[637]		Q923D4	SF3B5_MOUSE	4	43.0	8.8e-6	10119.4	MOUSE	Splicing factor 3B subunit 5
[638]		Q08288	LYAR_MOUSE	2	6.7	2.2e-9	43735.9	MOUSE	Cell growth-regulating nucleolar protein
[639]		Q91WN1	DNJC9_MOUSE	4	16.6	3.1e-7	30059.2	MOUSE	DnaJ homolog subfamily C member 9
[640]		Q80UU9	PGRC2_MOUSE	2	20.3	1.3e-7	23334.3	MOUSE	Membrane-associated progesterone receptor component 2
[641]		P46414	CDN1B_MOUSE	2	16.8	6.5e-9	22193.6	MOUSE	Cyclin-dependent kinase inhibitor 1B
[642]		Q9JL26	FMNL1_MOUSE	8	7.8	8.5e-8	122060.7	MOUSE	Formin-like protein 1
[643]		O08663	MAP2_MOUSE	4	8.8	6.4e-7	52922.2	MOUSE	Methionine aminopeptidase 2
[644]		Q9D883	U2AF1_MOUSE	3	15.5	2.5e-6	27815.3	MOUSE	Splicing factor U2AF 35 kDa subunit
[645]		Q91V41	RAB14_MOUSE	3	14.9	1.1e-6	23897.2	MOUSE	Ras-related protein Rab-14
[645-1]	2	P55258	RAB8A_MOUSE	3	16.4	4.6e-7	23668.4	MOUSE	Ras-related protein Rab-8A
[202-2, 645-2]	3	P35276	RAB3D_MOUSE	4	20.5	1.5e-5	24416.6	MOUSE	Ras-related protein Rab-3D
[645-3]	2	P61027	RAB10_MOUSE	3	17.0	1.6e-5	22541.1	MOUSE	Ras-related protein Rab-10
[645-4]	2	P61028	RAB8B_MOUSE	3	16.4	4.3e-5	23603.3	MOUSE	Ras-related protein Rab-8B
[645-5]	2	Q6PHN9	RAB35_MOUSE	3	17.9	3.2e-5	23025.4	MOUSE	Ras-related protein Rab-35
[645-6]	2	Q9D1G1	RAB1B_MOUSE	3	18.4	9.7e-5	22187.3	MOUSE	Ras-related protein Rab-1B
[645-7]	1	P62821	RAB1A_MOUSE	2	10.7	9.7e-5	22678.0	MOUSE	Ras-related protein Rab-1A
[645-8]	1	Q8K386	RAB15_MOUSE	2	10.4	9.7e-5	24318.7	MOUSE	Ras-related protein Rab-15
[645-9]	1	P62823	RAB3C_MOUSE	2	9.7	9.7e-5	25872.3	MOUSE	Ras-related protein Rab-3C
[645-10]	1	P63011	RAB3A_MOUSE	2	10.0	9.7e-5	24970.1	MOUSE	Ras-related protein Rab-3A
[645-11]	1	Q9CZT8	RAB3B_MOUSE	2	10.0	9.7e-5	24757.2	MOUSE	Ras-related protein Rab-3B
[646]		Q8BXZ1	TMX3_MOUSE	1	3.9	2.7e-12	51848.5	MOUSE	Protein disulfide-isomerase TMX3
[647]		O35654	DPOD2_MOUSE	2	3.2	2.1e-7	51355.0	MOUSE	DNA polymerase delta subunit 2
[648]		Q60664	LRMP_MOUSE	3	8.0	7.1e-7	59588.1	MOUSE	Lymphoid-restricted membrane protein
[649]		Q99P72	RTN4_MOUSE	2	2.3	1.6e-8	126614.5	MOUSE	Reticulon-4
[650]		O35892	SP100_MOUSE	4	10.0	9.7e-7	54727.0	MOUSE	Nuclear autoantigen Sp-100
[651]		Q3TYS2	CQ062_MOUSE	4	21.4	8.5e-6	20921.2	MOUSE	Uncharacterized protein C17orf62 homolog
[652]		P51410	RL9_MOUSE	4	17.7	1.2e-5	21881.6	MOUSE	60S ribosomal protein L9
[653]		P59328	WDHD1_MOUSE	2	2.7	4.2e-9	124255.5	MOUSE	WD repeat and HMG-box DNA-binding protein 1
[654]		Q9D1D4	TMEDA_MOUSE	2	10.5	7.2e-6	24911.0	MOUSE	Transmembrane emp24 domain-containing protein 10
[655]		Q64012	RALY_MOUSE	5	20.5	2.9e-5	33188.2	MOUSE	RNA-binding protein Raly
[656]		Q6PDI5	ECM29_MOUSE	2	1.5	3.1e-9	203705.1	MOUSE	Proteasome-associated protein ECM29 homolog
[657]		Q9D8U6	MCEM1_MOUSE	2	13.7	5.9e-9	20648.9	MOUSE	Mast cell-expressed membrane protein 1
[658]		Q9R0P4	SMAP_MOUSE	2	8.8	1.7e-9	20046.4	MOUSE	Small acidic protein
[659]		P25911	LYN_MOUSE	4	8.4	8.6e-8	58812.8	MOUSE	Tyrosine-protein kinase Lyn
[660]		P41216	ACSL1_MOUSE	9	13.9	3.2e-6	77952.2	MOUSE	Long-chain-fatty-acid--CoA ligase 1
[660-1]	4	Q8JZR0	ACSL5_MOUSE	6	10.2	2.9e-6	76207.1	MOUSE	Long-chain-fatty-acid--CoA ligase 5
[661]		P15702	LEUK_MOUSE	3	7.1	9.6e-9	40038.7	MOUSE	Leukosialin
[662]		Q9Z1D1	EIF3G_MOUSE	1	4.4	1.1e-12	35638.3	MOUSE	Eukaryotic translation initiation factor 3 subunit G
[663]		P51912	AAAT_MOUSE	2	2.7	1.4e-8	58483.5	MOUSE	Neutral amino acid transporter B(0)
[664]		Q9JLJ2	AL9A1_MOUSE	6	12.8	1.0e-6	53515.2	MOUSE	4-trimethylaminobutyraldehyde dehydrogenase
[665]		Q64324	STXB2_MOUSE	4	7.6	7.4e-7	66358.0	MOUSE	Syntaxin-binding protein 2
[666]		O70252	HMOX2_MOUSE	4	13.7	2.3e-8	35738.9	MOUSE	Heme oxygenase 2
[667]		Q9D2G2	ODO2_MOUSE	3	7.0	5.4e-8	48995.0	MOUSE	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial
[668]		Q61096	PRTN3_MOUSE	3	13.4	8.3e-8	27626.0	MOUSE	Myeloblastin
[669]		Q5XJY5	COPD_MOUSE	5	11.4	2.7e-9	57229.9	MOUSE	Coatomer subunit delta
[670]		Q9QXK7	CPSF3_MOUSE	1	2.2	3.1e-12	77505.7	MOUSE	Cleavage and polyadenylation specificity factor subunit 3
[671]		Q9Z0J0	NPC2_MOUSE	4	18.8	3.5e-8	16442.2	MOUSE	Epididymal secretory protein E1
[672]		Q91YR9	PTGR1_MOUSE	4	13.1	1.7e-8	35560.6	MOUSE	Prostaglandin reductase 1
[673]		Q9EST5	AN32B_MOUSE	3	8.1	1.5e-7	31079.0	MOUSE	Acidic leucine-rich nuclear phosphoprotein 32 family member B
[673-1]	3	O35381	AN32A_MOUSE	4	9.3	2.9e-5	28537.8	MOUSE	Acidic leucine-rich nuclear phosphoprotein 32 family member A
[674]		Q61735-2	CD47_MOUSE	2	9.3	9.6e-9	35317.2	MOUSE	Isoform 2 of Leukocyte surface antigen CD47
[675]		P07742	RIR1_MOUSE	4	6.3	5.1e-8	90211.1	MOUSE	Ribonucleoside-diphosphate reductase large subunit
[676]		P11087	CO1A1_MOUSE	2	2.3	7.4e-7	138033.5	MOUSE	Collagen alpha-1(I) chain
[677]		Q99L13	3HIDH_MOUSE	2	8.7	7.7e-8	35440.3	MOUSE	3-hydroxyisobutyrate dehydrogenase, mitochondrial
[678]		Q9JIF0	ANM1_MOUSE	2	6.7	3.7e-11	42436.0	MOUSE	Protein arginine N-methyltransferase 1
[679]		B2RXR6	ANR44_MOUSE	4	5.3	8.5e-8	107386.1	MOUSE	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B
[680]		Q9JII6	AK1A1_MOUSE	5	17.2	4.3e-7	36587.2	MOUSE	Alcohol dehydrogenase [NADP(+)]
[681]		P70296	PEBP1_MOUSE	4	18.2	2.6e-7	20830.6	MOUSE	Phosphatidylethanolamine-binding protein 1
[682]		O54879	HMGB3_MOUSE	3	20.0	1.7e-7	23010.2	MOUSE	High mobility group protein B3
[683]		Q8BMD8	SCMC1_MOUSE	4	7.2	2.8e-7	52902.4	MOUSE	Calcium-binding mitochondrial carrier protein SCaMC-1
[684]		O09061	PSB1_MOUSE	5	26.7	6.6e-6	26372.4	MOUSE	Proteasome subunit beta type-1
[685]		Q5SUR0	PUR4_MOUSE	3	2.5	1.9e-8	144630.6	MOUSE	Phosphoribosylformylglycinamidine synthase
[686]		Q6P8I4	PCNP_MOUSE	3	21.9	2.8e-6	18963.1	MOUSE	PEST proteolytic signal-containing nuclear protein
[687]		Q9CQJ6	DENR_MOUSE	2	9.1	1.8e-8	22166.3	MOUSE	Density-regulated protein
[688]		Q07076	ANXA7_MOUSE	6	13.8	1.6e-6	49925.7	MOUSE	Annexin A7
[689]		Q8C0I1	ADAS_MOUSE	3	7.4	7.5e-6	71684.1	MOUSE	Alkyldihydroxyacetonephosphate synthase, peroxisomal
[690]		Q8BMA6	SRP68_MOUSE	3	5.4	1.4e-6	70574.8	MOUSE	Signal recognition particle subunit SRP68
[691]		Q9Z0H4-4	CELF2_MOUSE	3	9.8	8.3e-8	52254.9	MOUSE	Isoform 4 of CUGBP Elav-like family member 2
[692]		Q99P88	NU155_MOUSE	2	2.2	9.5e-10	155119.3	MOUSE	Nuclear pore complex protein Nup155
[693]		Q08943	SSRP1_MOUSE	5	6.4	7.3e-6	80861.1	MOUSE	FACT complex subunit SSRP1
[694]		P28650	PURA1_MOUSE	3	8.1	8.5e-8	50254.9	MOUSE	Adenylosuccinate synthetase isozyme 1
[695]		P59017	B2L13_MOUSE	2	6.0	6.8e-9	46719.8	MOUSE	Bcl-2-like protein 13
[696]		P51660	DHB4_MOUSE	4	7.9	3.3e-6	79482.5	MOUSE	Peroxisomal multifunctional enzyme type 2
[697]		Q9D0I9	SYRC_MOUSE	6	10.0	4.6e-6	75674.2	MOUSE	Arginine--tRNA ligase, cytoplasmic
[698]		P62334	PRS10_MOUSE	4	11.8	1.7e-5	44173.4	MOUSE	26S protease regulatory subunit 10B
[699]		P62075	TIM13_MOUSE	4	49.5	1.1e-6	10458.1	MOUSE	Mitochondrial import inner membrane translocase subunit Tim13
[700]		Q9D855	QCR7_MOUSE	2	18.9	7.9e-9	13527.6	MOUSE	Cytochrome b-c1 complex subunit 7
[701]		P29699	FETUA_MOUSE	3	13.0	1.9e-6	37326.0	MOUSE	Alpha-2-HS-glycoprotein
[702]		P50172	DHI1_MOUSE	4	15.4	6.3e-6	32364.3	MOUSE	Corticosteroid 11-beta-dehydrogenase isozyme 1
[703]		Q7TSV4	PGM2_MOUSE	3	5.6	3.5e-7	68748.3	MOUSE	Phosphoglucomutase-2
[704]		Q52KI8	SRRM1_MOUSE	4	4.7	3.7e-5	106863.0	MOUSE	Serine/arginine repetitive matrix protein 1
[705]		P49222	EPB42_MOUSE	4	8.0	5.7e-6	76756.4	MOUSE	Erythrocyte membrane protein band 4.2
[706]		P63323	RS12_MOUSE	6	40.9	1.8e-6	14525.1	MOUSE	40S ribosomal protein S12
[707]		P97425	ECP2_MOUSE	3	13.5	1.9e-7	17620.6	MOUSE	Eosinophil cationic protein 2
[708]		P61290	PSME3_MOUSE	3	13.0	3.6e-9	29506.3	MOUSE	Proteasome activator complex subunit 3
[709]		Q922D4	PP6R3_MOUSE	3	4.0	8.8e-7	94653.7	MOUSE	Serine/threonine-protein phosphatase 6 regulatory subunit 3
[710]		P63005	LIS1_MOUSE	2	7.6	8.1e-8	46670.5	MOUSE	Platelet-activating factor acetylhydrolase IB subunit alpha
[711]		Q61687	ATRX_MOUSE	3	1.9	9.0e-9	278589.2	MOUSE	Transcriptional regulator ATRX
[712]		P83940	ELOC_MOUSE	4	40.2	3.2e-8	12473.3	MOUSE	Elongin-C
[713]		P62717	RL18A_MOUSE	2	11.9	1.7e-8	20732.5	MOUSE	60S ribosomal protein L18a
[714]		P67984	RL22_MOUSE	2	18.8	1.5e-6	14759.1	MOUSE	60S ribosomal protein L22
[715]		Q07417	ACADS_MOUSE	4	11.2	9.5e-6	44890.0	MOUSE	Short-chain specific acyl-CoA dehydrogenase, mitochondrial
[716]		P34022	RANG_MOUSE	3	15.3	3.6e-6	23596.6	MOUSE	Ran-specific GTPase-activating protein
[717]		P48771	CX7A2_MOUSE	2	27.7	3.9e-8	9291.0	MOUSE	Cytochrome c oxidase subunit 7A2, mitochondrial
[718]		P35278	RAB5C_MOUSE	4	21.8	5.0e-6	23412.7	MOUSE	Ras-related protein Rab-5C
[718-1]	1	P61021	RAB5B_MOUSE	3	16.3	6.4e-6	23707.0	MOUSE	Ras-related protein Rab-5B
[719]		Q9D8B3	CHM4B_MOUSE	2	11.2	1.3e-7	24936.3	MOUSE	Charged multivesicular body protein 4b
[720]		Q9ESX5	DKC1_MOUSE	4	10.6	7.0e-7	57402.1	MOUSE	H/ACA ribonucleoprotein complex subunit 4
[721]		Q9Z127	LAT1_MOUSE	3	8.2	6.1e-8	55872.9	MOUSE	Large neutral amino acids transporter small subunit 1
[722]		Q9CQI6	COTL1_MOUSE	4	19.7	1.3e-7	15944.0	MOUSE	Coactosin-like protein
[723]		Q99MK8	ARBK1_MOUSE	4	6.1	5.2e-7	79639.4	MOUSE	Beta-adrenergic receptor kinase 1
[724]		P48024	EIF1_MOUSE	2	13.3	7.4e-8	12746.6	MOUSE	Eukaryotic translation initiation factor 1
[725]		Q9WVJ2	PSD13_MOUSE	5	14.1	5.5e-7	42809.8	MOUSE	26S proteasome non-ATPase regulatory subunit 13
[726]		P57759	ERP29_MOUSE	5	23.3	7.0e-6	28823.5	MOUSE	Endoplasmic reticulum resident protein 29
[727]		Q6P1F6	2ABA_MOUSE	3	7.6	2.0e-6	51692.5	MOUSE	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform
[728]		Q8BH43	WASF2_MOUSE	3	7.0	9.2e-6	54074.0	MOUSE	Wiskott-Aldrich syndrome protein family member 2
[729]		Q7TNP2	2AAB_MOUSE	3	5.7	7.1e-8	65934.9	MOUSE	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform
[730]		Q6DFW4	NOP58_MOUSE	4	8.4	2.2e-7	60343.5	MOUSE	Nucleolar protein 58
[731]		P08905	LYZ2_MOUSE	1	10.1	3.3e-10	16689.1	MOUSE	Lysozyme C-2
[732]		P63073	IF4E_MOUSE	4	20.3	4.4e-8	25053.4	MOUSE	Eukaryotic translation initiation factor 4E
[733]		Q99J77	SIAS_MOUSE	4	13.1	1.5e-6	40024.5	MOUSE	Sialic acid synthase
[734]		P53026	RL10A_MOUSE	6	28.1	2.7e-6	24916.6	MOUSE	60S ribosomal protein L10a
[735]		O70439	STX7_MOUSE	3	17.2	1.8e-7	29821.0	MOUSE	Syntaxin-7
[736]		Q9CYZ2	TPD54_MOUSE	4	21.8	5.0e-7	24043.1	MOUSE	Tumor protein D54
[737]		Q9R0Q7	TEBP_MOUSE	3	18.8	3.1e-8	18721.6	MOUSE	Prostaglandin E synthase 3
[738]		Q8BQ47	CNPY4_MOUSE	2	10.2	1.4e-7	28093.9	MOUSE	Protein canopy homolog 4
[739]		Q9R0P3	ESTD_MOUSE	3	11.0	9.6e-8	31319.9	MOUSE	S-formylglutathione hydrolase
[740]		P52431	DPOD1_MOUSE	2	2.4	3.3e-10	123791.5	MOUSE	DNA polymerase delta catalytic subunit
[741]		P28798	GRN_MOUSE	2	4.9	1.7e-7	63459.1	MOUSE	Granulins
[742]		P19157	GSTP1_MOUSE	3	19.0	1.3e-8	23609.4	MOUSE	Glutathione S-transferase P 1
[743]		O70435	PSA3_MOUSE	5	16.9	1.5e-5	28405.5	MOUSE	Proteasome subunit alpha type-3
[744]		Q3UDE2	TTL12_MOUSE	3	4.2	1.2e-5	74043.9	MOUSE	Tubulin--tyrosine ligase-like protein 12
[745]		Q9Z0P5	TWF2_MOUSE	4	13.5	2.7e-7	39471.3	MOUSE	Twinfilin-2
[745-1]	1	Q91YR1	TWF1_MOUSE	2	6.0	3.6e-9	40079.8	MOUSE	Twinfilin-1
[746]		Q3TDQ1	STT3B_MOUSE	3	5.1	4.0e-9	93246.6	MOUSE	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B
[747]		P60229	EIF3E_MOUSE	5	11.2	2.2e-5	52221.3	MOUSE	Eukaryotic translation initiation factor 3 subunit E
[748]		Q9DCN2	NB5R3_MOUSE	2	7.3	2.5e-6	34128.0	MOUSE	NADH-cytochrome b5 reductase 3
[749]		Q9WUA3	PFKAP_MOUSE	2	3.7	4.5e-8	85455.8	MOUSE	ATP-dependent 6-phosphofructokinase, platelet type
[750]		P47968	RPIA_MOUSE	2	8.9	4.4e-8	32451.2	MOUSE	Ribose-5-phosphate isomerase
[751]		Q99JB2	STML2_MOUSE	2	8.8	8.2e-8	38385.2	MOUSE	Stomatin-like protein 2, mitochondrial
[752]		O88487	DC1I2_MOUSE	2	5.9	1.2e-8	68394.7	MOUSE	Cytoplasmic dynein 1 intermediate chain 2
[753]		Q8BH95	ECHM_MOUSE	3	11.4	2.1e-7	31474.7	MOUSE	Enoyl-CoA hydratase, mitochondrial
[754]		Q9JIH2	NUP50_MOUSE	3	8.2	2.2e-6	49485.6	MOUSE	Nuclear pore complex protein Nup50
[755]		Q8BGQ7	SYAC_MOUSE	5	7.1	9.5e-7	106909.5	MOUSE	Alanine--tRNA ligase, cytoplasmic
[756]		Q91UZ5	IMPA2_MOUSE	4	15.5	2.9e-6	31716.5	MOUSE	Inositol monophosphatase 2
[757]		Q8CHY6	P66A_MOUSE	5	10.5	1.5e-6	67334.6	MOUSE	Transcriptional repressor p66 alpha
[758]		Q9JII5	DAZP1_MOUSE	2	7.6	2.2e-7	43214.6	MOUSE	DAZ-associated protein 1
[759]		Q9EQU5	SET_MOUSE	3	13.1	2.3e-6	33378.0	MOUSE	Protein SET
[760]		Q9DCE5	PK1IP_MOUSE	1	4.5	2.3e-11	42116.4	MOUSE	p21-activated protein kinase-interacting protein 1
[761]		P48193	41_MOUSE	3	4.3	2.0e-5	95912.0	MOUSE	Protein 4.1
[762]		P19324	SERPH_MOUSE	3	8.2	2.9e-7	46534.0	MOUSE	Serpin H1
[763]		O70404	VAMP8_MOUSE	4	44.6	3.6e-8	11451.4	MOUSE	Vesicle-associated membrane protein 8
[764]		Q9JI11	STK4_MOUSE	4	9.9	7.3e-6	55541.6	MOUSE	Serine/threonine-protein kinase 4
[765]		P24668	MPRD_MOUSE	2	10.1	1.6e-7	31172.7	MOUSE	Cation-dependent mannose-6-phosphate receptor
[766]		Q9ERU3	ZNF22_MOUSE	2	10.5	1.5e-6	27294.6	MOUSE	Zinc finger protein 22
[767]		Q9D0R2	SYTC_MOUSE	3	4.7	5.7e-7	83356.7	MOUSE	Threonine--tRNA ligase, cytoplasmic
[768]		Q9R0N0	GALK1_MOUSE	4	12.0	2.1e-5	42295.6	MOUSE	Galactokinase
[769]		P46460	NSF_MOUSE	4	6.2	3.2e-6	82614.2	MOUSE	Vesicle-fusing ATPase
[770]		O55234	PSB5_MOUSE	1	5.3	5.2e-10	28532.7	MOUSE	Proteasome subunit beta type-5
[771]		P19253	RL13A_MOUSE	3	11.3	8.5e-6	23464.4	MOUSE	60S ribosomal protein L13a
[772]		P31230	AIMP1_MOUSE	2	9.4	4.5e-9	33997.6	MOUSE	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1
[773]		Q60854	SPB6_MOUSE	5	13.8	2.0e-6	42599.3	MOUSE	Serpin B6
[774]		Q9EQP2	EHD4_MOUSE	3	7.0	1.1e-8	61481.1	MOUSE	EH domain-containing protein 4
[775]		P35585	AP1M1_MOUSE	3	8.0	2.2e-5	48543.3	MOUSE	AP-1 complex subunit mu-1
[776]		Q8BTV2	CPSF7_MOUSE	3	7.2	2.6e-6	52011.4	MOUSE	Cleavage and polyadenylation specificity factor subunit 7
[777]		P61255	RL26_MOUSE	6	33.8	2.7e-5	17258.4	MOUSE	60S ribosomal protein L26
[778]		Q3UM45	PP1R7_MOUSE	4	12.5	1.9e-6	41292.3	MOUSE	Protein phosphatase 1 regulatory subunit 7
[779]		Q9CR57	RL14_MOUSE	3	16.1	5.6e-6	23564.3	MOUSE	60S ribosomal protein L14
[780]		P19096	FAS_MOUSE	5	2.4	7.2e-6	272430.7	MOUSE	Fatty acid synthase
[781]		Q61823	PDCD4_MOUSE	3	7.5	1.9e-6	51702.6	MOUSE	Programmed cell death protein 4
[782]		Q9JJU8	SH3L1_MOUSE	2	20.2	3.6e-7	12811.4	MOUSE	SH3 domain-binding glutamic acid-rich-like protein
